idAlumno,Cd_Procedencia,Edo_Procedencia,Pais_Procedencia
A38961,Ensenada,Baja California,México
A26007,Cancún,Quintana Roo,México
A78370,Tijuana,Baja California,México
A79058,Ciudad Obregón,Sonora,México
A45003,Ciudad Obregón,Sonora,México
A35309,Tegucigalpa,Francisco Morazán,Honduras
A55519,Durango,Durango,México
A53023,Managua,Managua,Nicaragua
A88999,Guatemala,Guatemala,Guatemala
A24384,Cochabamba,Cochabamba,Bolivia
A24880,Oaxaca,Oaxaca,México
A19109,Monterrey,Nuevo León,México
A93966,Mexicali,Baja California,México
A85074,Villahermosa,Tabasco,México
A92042,Monterrey,Nuevo León,México
A40769,Monterrey,Nuevo León,México
A15093,Cuauhtémoc,Distrito Federal,México
A36582,Guadalupe,Nuevo León,México
A28441,Monterrey,Nuevo León,México
A28998,Monterrey,Nuevo León,México
A56184,San Pedro Garza García,Nuevo León,México
A37701,Monterrey,Nuevo León,México
A65493,Caborca,Sonora,México
A83508,Hidalgo del Parral,Chihuahua,México
A87104,Chihuahua,Chihuahua,México
A69576,Reynosa,Tamaulipas,México
A19177,Pichucalco,Chiapas,México
A54077,San Pedro Garza García,Nuevo León,México
A49337,Ciudad Madero,Tamaulipas,México
A19852,Guadalupe,Nuevo León,México
A79936,Ciudad Victoria,Tamaulipas,México
A26576,Ciudad Constitución,Baja California Sur,México
A85054,Montemorelos,Nuevo León,México
A26108,Chihuahua,Chihuahua,México
A82774,Pericos,Sinaloa,México
A70099,Zacatecana,Zacatecas,México
A72371,Piedras Negras,Coahuila,México
A72875,Monterrey,Nuevo León,México
A79054,Guadalupe,Nuevo León,México
A33017,Monclova,Coahuila,México
A55985,Tijuana,Baja California,México
A16892,Guasave,Sinaloa,México
A61661,Jalapa,Veracruz,México
A34488,Minatitlán,Veracruz,México
A81107,Oaxaca,Oaxaca,México
A43328,Aguascalientes,Aguascalientes,México
A32090,Minatitlán,Veracruz,México
A52593,Durango,Durango,México
A48935,Reynosa,Tamaulipas,México
A32346,Tepic,Nayarit,México
A37897,Tepic,Nayarit,México
A93247,Santa Cruz,Santa Cruz de la Sierra,Bolivia
A78292,Tepic,Nayarit,México
A42541,Piedras Negras,Coahuila,México
A24543,Torreón,Coahuila,México
A82997,San Andrés Cholula,Puebla,México
A94097,San Pedro Garza García,Nuevo León,México
A40333,Mazatlán,Sinaloa,México
A40565,Tijuana,Baja California,México
A86030,Ciudad Victoria,Tamaulipas,México
A82756,Piedras Negras,Coahuila,México
A82951,Aguascalientes,Aguascalientes,México
A23509,Reynosa,Tamaulipas,México
A44374,Huixtla,Chiapas,México
A20591,Ciudad Victoria,Tamaulipas,México
A86409,Tijuana,Baja California,México
A82911,Mazatlán,Sinaloa,México
A66365,Key Biscayne,Florida,Estados Unidos de América
A66720,Puebla,Puebla,México
A35459,Tepic,Nayarit,México
A75361,Ensenada,Baja California,México
A75865,Monterrey,Nuevo León,México
A89375,Monclova,Coahuila,México
A92780,La Paz,Baja California Sur,México
A94859,Ciudad Juárez,Chihuahua,México
A89876,Tehuacán,Puebla,México
A18229,Acapulco,Guerrero,México
A87342,Durango,Durango,México
A14128,Monclova,Coahuila,México
A61262,Villahermosa,Tabasco,México
A19019,Hidalgo del Parral,Chihuahua,México
A69419,Villahermosa,Tabasco,México
A73734,Huatusco de Chicuellar,Veracruz,México
A26942,México,Distrito Federal,México
A80468,Ciudad Victoria,Tamaulipas,México
A33820,Piedras Negras,Coahuila,México
A86749,Matamoros (Heróica Matamoros),Tamaulipas,México
A35111,Morelia,Michoacán,México
A35578,Minatitlán,Veracruz,México
A15702,Coatzacoalcos,Veracruz,México
A32151,Villahermosa,Tabasco,México
A36557,San Pedro Garza García,Nuevo León,México
A22192,Manitowoc,Wisconsin,Estados Unidos de América
A20863,AnnArbor,Michigan,Estados Unidos de América
A18852,El Paso,Texas,Estados Unidos de América
A87604,Detroit,Michigan,Estados Unidos de América
A18561,Detroit,Michigan,Estados Unidos de América
A22601,Detroit,Michigan,Estados Unidos de América
A58827,McAllen,Texas,Estados Unidos de América
A58110,Villahermosa,Tabasco,México
A44070,McAllen,Texas,Estados Unidos de América
A35558,Monterrey,Nuevo León,México
A75054,Ciudad Victoria,Tamaulipas,México
A94977,Mérida,Yucatán,México
A94772,Mérida,Yucatán,México
A41112,San Pedro Garza García,Nuevo León,México
A36267,San Pedro Garza García,Nuevo León,México
A61397,Guasave,Sinaloa,México
A63899,Monclova,Coahuila,México
A24705,Mérida,Yucatán,México
A91510,Mérida,Yucatán,México
A41303,Celaya,Guanajuato,México
A61536,Reynosa,Tamaulipas,México
A87368,Mazatlán,Sinaloa,México
A83671,Mazatlán,Sinaloa,México
A69843,Linares,Nuevo León,México
A70382,Guadalupe,Nuevo León,México
A74887,Matamoros (Heróica Matamoros),Tamaulipas,México
A33170,Mazatlán,Sinaloa,México
A60110,Ciudad Victoria,Tamaulipas,México
A35268,Reynosa,Tamaulipas,México
A80081,Villahermosa,Tabasco,México
A74977,Cancún,Quintana Roo,México
A93564,Reynosa,Tamaulipas,México
A20533,Boca del Río,Veracruz,México
A89922,Mérida,Yucatán,México
A35400,Mérida,Yucatán,México
A69574,Ciudad Victoria,Tamaulipas,México
A17716,Ciudad Victoria,Tamaulipas,México
A55148,Reynosa,Tamaulipas,México
A55915,Cabo San Lucas,Baja California Sur,México
A19990,Ciudad Victoria,Tamaulipas,México
A90377,Valencia,Carabobo,Venezuela
A94757,Ciudad Constitución,Baja California Sur,México
A50396,Mérida,Yucatán,México
A90518,Ciudad Delicias,Chihuahua,México
A91419,Guadalupe,Nuevo León,México
A77359,San Pedro Garza García,Nuevo León,México
A42988,Chihuahua,Chihuahua,México
A27954,Monterrey,Nuevo León,México
A66049,Monclova,Coahuila,México
A93796,Ciudad Victoria,Tamaulipas,México
A35779,San Pedro Garza García,Nuevo León,México
A31167,Monterrey,Nuevo León,México
A53748,Poza Rica,Veracruz,México
A47629,Guadalupe,Nuevo León,México
A48692,Ciudad Victoria,Tamaulipas,México
A33648,Ciudad Victoria,Tamaulipas,México
A63457,Matamoros (Heróica Matamoros),Tamaulipas,México
A83549,San Pedro Garza García,Nuevo León,México
A86442,Guadalupe,Nuevo León,México
A41784,Laredo,Texas,Estados Unidos de América
A76643,Ciudad Victoria,Tamaulipas,México
A44543,Tuxpan de Rodríguez Cano,Veracruz,México
A36338,Mexicali,Baja California,México
A21459,Monterrey,Nuevo León,México
A56139,Monclova,Coahuila,México
A47683,Mazatlán,Sinaloa,México
A79408,Monterrey,Nuevo León,México
A37804,Ciudad Victoria,Tamaulipas,México
A81806,Managua,Managua,Nicaragua
A64691,Ciudad Madero,Tamaulipas,México
A90441,Monclova,Coahuila,México
A68643,Torreón,Coahuila,México
A94083,Ciudad Fray Bernardino de Sahagún,Hidalgo,México
A44995,Reynosa,Tamaulipas,México
A44650,Monterrey,Nuevo León,México
A80937,Monterrey,Nuevo León,México
A93746,Guamuchil,Sinaloa,México
A35092,Ciudad Sabinas,Coahuila,México
A39977,Monterrey,Nuevo León,México
A84496,Ciudad Madero,Tamaulipas,México
A27336,Matamoros (Heróica Matamoros),Tamaulipas,México
A92351,Guadalupe,Nuevo León,México
A28070,Coatzacoalcos,Veracruz,México
A18078,Oaxaca,Oaxaca,México
A27556,Oaxaca,Oaxaca,México
A43839,Monterrey,Nuevo León,México
A61818,Ciudad Sabinas,Coahuila,México
A60912,Boca del Río,Veracruz,México
A68478,Monterrey,Nuevo León,México
A46493,Los Mochis,Sinaloa,México
A43028,Villahermosa,Tabasco,México
A42047,Boca del Río,Veracruz,México
A49348,Acapulco,Guerrero,México
A43984,Colima,Colima,México
A76593,Teziutlán,Puebla,México
A17226,Jalapa,Veracruz,México
A75103,Jalapa,Veracruz,México
A43149,Coatzacoalcos,Veracruz,México
A55994,Tijuana,Baja California,México
A89273,Las Choapas,Veracruz,México
A40639,Oaxaca,Oaxaca,México
A23002,Ciudad Victoria,Tamaulipas,México
A32557,Ciudad Victoria,Tamaulipas,México
A86622,Mérida,Yucatán,México
A81744,Reynosa,Tamaulipas,México
A24554,Tijuana,Baja California,México
A38461,Mexicali,Baja California,México
A90717,Puebla,Puebla,México
A44876,Veracruz,Veracruz,México
A31082,Veracruz,Veracruz,México
A44570,Reynosa,Tamaulipas,México
A60450,Córdoba,Veracruz,México
A60756,Monclova,Coahuila,México
A89433,Querétaro,Querétaro,México
A75437,Celaya,Guanajuato,México
A80865,Caborca,Sonora,México
A33025,Paraíso,Tabasco,México
A33223,Villahermosa,Tabasco,México
A54721,Saltillo,Coahuila,México
A56222,Poza Rica,Veracruz,México
A49542,La Paz,Baja California Sur,México
A86675,La Paz,Baja California Sur,México
A20572,Morelia,Michoacán,México
A34621,La Paz,Baja California Sur,México
A84522,Puebla,Puebla,México
A32686,Tijuana,Baja California,México
A22204,Ciudad Obregón,Sonora,México
A25593,Ciudad Victoria,Tamaulipas,México
A52786,Ciudad Victoria,Tamaulipas,México
A52934,The Woodlands,Texas,Estados Unidos de América
A79504,Tampico,Tamaulipas,México
A49404,Monterrey,Nuevo León,México
A58609,Linares,Nuevo León,México
A44388,Monterrey,Nuevo León,México
A44447,Oaxaca,Oaxaca,México
A74547,Monterrey,Nuevo León,México
A94647,Veracruz,Veracruz,México
A51865,Ciudad Victoria,Tamaulipas,México
A17410,Veracruz,Veracruz,México
A41467,Ciudad Victoria,Tamaulipas,México
A70724,Matamoros (Heróica Matamoros),Tamaulipas,México
A71567,Matamoros (Heróica Matamoros),Tamaulipas,México
A71647,Ciudad Victoria,Tamaulipas,México
A93947,Guadalupe,Nuevo León,México
A91716,Guadalupe,Nuevo León,México
A91447,Oaxaca,Oaxaca,México
A84458,Saltillo,Coahuila,México
A72379,Morelia,Michoacán,México
A89280,Panamá,Panamá,Panamá
A91667,Matamoros (Heróica Matamoros),Tamaulipas,México
A88164,Ciudad Victoria,Tamaulipas,México
A60069,Monterrey,Nuevo León,México
A29472,Sabinas Hidalgo,Nuevo León,México
A62570,Ciudad Victoria,Tamaulipas,México
A65636,Cancún,Quintana Roo,México
A38761,Matamoros (Heróica Matamoros),Tamaulipas,México
A18379,Nuevo Laredo,Tamaulipas,México
A32091,Cuauhtémoc,Distrito Federal,México
A27453,Matamoros (Heróica Matamoros),Tamaulipas,México
A34706,Ciudad Victoria,Tamaulipas,México
A17986,Ciudad Victoria,Tamaulipas,México
A52309,Ciudad Victoria,Tamaulipas,México
A56365,San Pedro Garza García,Nuevo León,México
A56626,Monterrey,Nuevo León,México
A93769,San Pedro Garza García,Nuevo León,México
A21640,Veracruz,Veracruz,México
A21318,Monclova,Coahuila,México
A65444,Monterrey,Nuevo León,México
A70672,China,Nuevo León,México
A90472,San Pedro Garza García,Nuevo León,México
A78806,Piedras Negras,Coahuila,México
A18747,Morelia,Michoacán,México
A19681,Guatemala,Guatemala,Guatemala
A49103,Ixtaczoquitlán,Veracruz,México
A79461,Los Mochis,Sinaloa,México
A19012,Monterrey,Nuevo León,México
A34880,Piedras Negras,Coahuila,México
A67797,Mazatlán,Sinaloa,México
A69412,Tampico,Tamaulipas,México
A26427,Ciudad Victoria,Tamaulipas,México
A45052,Cárdenas,Tabasco,México
A33245,Matamoros (Heróica Matamoros),Tamaulipas,México
A53840,Stratford,California,Estados Unidos de América
A75644,Monterrey,Nuevo León,México
A16741,San Pedro Garza García,Nuevo León,México
A16794,Guadalupe,Nuevo León,México
A20401,Ciudad Victoria,Tamaulipas,México
A62970,Piedras Negras,Coahuila,México
A66192,Piedras Negras,Coahuila,México
A69676,Monterrey,Nuevo León,México
A15430,Poza Rica,Veracruz,México
A28463,Río Bravo,Tamaulipas,México
A29041,Ciudad Juárez,Chihuahua,México
A18266,Reynosa,Tamaulipas,México
A88729,Saltillo,Coahuila,México
A32651,Laredo,Texas,Estados Unidos de América
A52751,Paraíso,Tabasco,México
A52959,Matamoros (Heróica Matamoros),Tamaulipas,México
A63174,Guadalupe,Nuevo León,México
A63295,San Pedro Garza García,Nuevo León,México
A92921,Monterrey,Nuevo León,México
A49800,Tlalpan,Distrito Federal,México
A60719,San Nicolás de los Garza,Nuevo León,México
A40972,Monterrey,Nuevo León,México
A18893,Monterrey,Nuevo León,México
A89267,Tuxpan de Rodríguez Cano,Veracruz,México
A83514,San Nicolás de los Garza,Nuevo León,México
A72334,Laredo,Texas,Estados Unidos de América
A41690,Guadalupe,Nuevo León,México
A75605,Ciudad Victoria,Tamaulipas,México
A45018,Matamoros (Heróica Matamoros),Tamaulipas,México
A51365,San Pedro Garza García,Nuevo León,México
A55512,Saltillo,Coahuila,México
A59172,Guadalupe,Nuevo León,México
A82743,Monterrey,Nuevo León,México
A88441,Ciudad Victoria,Tamaulipas,México
A88945,Durango,Durango,México
A17606,Guadalupe,Nuevo León,México
A70519,Ciudad del Carmen,Campeche,México
A39371,Monterrey,Nuevo León,México
A72647,Ciudad del Carmen,Campeche,México
A92447,Monterrey,Nuevo León,México
A15067,Anáhuac,Tamaulipas,México
A15530,San Pedro Garza García,Nuevo León,México
A16344,Monclova,Coahuila,México
A20529,Guadalupe,Nuevo León,México
A28158,Monclova,Coahuila,México
A65467,Mazatlán,Sinaloa,México
A83501,San Pedro Garza García,Nuevo León,México
A32961,Monterrey,Nuevo León,México
A33108,Los Mochis,Sinaloa,México
A47806,Monterrey,Nuevo León,México
A48989,Tampico,Tamaulipas,México
A57518,Monterrey,Nuevo León,México
A60803,Monterrey,Nuevo León,México
A61161,Ciudad Sabinas,Coahuila,México
A89590,Ciudad del Carmen,Campeche,México
A77407,Ciudad Victoria,Tamaulipas,México
A30465,Chihuahua,Chihuahua,México
A52692,Monclova,Coahuila,México
A81286,Cortázar,Guanajuato,México
A58428,San Nicolás de los Garza,Nuevo León,México
A84009,San Nicolás de los Garza,Nuevo León,México
A91437,Santiago,Nuevo León,México
A75031,Monterrey,Nuevo León,México
A20346,Monterrey,Nuevo León,México
A76698,Villahermosa,Tabasco,México
A53962,Ciudad Obregón,Sonora,México
A57053,Monterrey,Nuevo León,México
A44621,Monterrey,Nuevo León,México
A26013,Hidalgo del Parral,Chihuahua,México
A86834,Monterrey,Nuevo León,México
A83887,Hidalgo del Parral,Chihuahua,México
A25873,Oaxaca,Oaxaca,México
A77663,Río Bravo,Tamaulipas,México
A76219,Boca del Río,Veracruz,México
A93473,Culiacán,Sinaloa,México
A27706,Reynosa,Tamaulipas,México
A81348,Ruidoso,New Mexico,Estados Unidos de América
A79683,Ciudad Juárez,Chihuahua,México
A63159,Fort Lupton,Colorado,Estados Unidos de América
A38440,Montreal,Quebec,Canadá
A36259,Guadalupe,Nuevo León,México
A37800,Tepic,Nayarit,México
A62848,Durango,Durango,México
A68616,Monterrey,Nuevo León,México
A77302,Monclova,Coahuila,México
A44406,San Buenaventura,Coahuila,México
A55060,Monclova,Coahuila,México
A37333,Monterrey,Nuevo León,México
A58320,San Pedro Garza García,Nuevo León,México
A34373,Acapulco,Guerrero,México
A35289,Monterrey,Nuevo León,México
A41323,Jalapa,Veracruz,México
A78322,Monterrey,Nuevo León,México
A94606,Reynosa,Tamaulipas,México
A23099,Tlalpan,Distrito Federal,México
A54627,Matamoros (Heróica Matamoros),Tamaulipas,México
A82120,Monterrey,Nuevo León,México
A66113,Acapulco,Guerrero,México
A84561,Guadalupe,Nuevo León,México
A43083,Monclova,Coahuila,México
A20465,San Pedro Garza García,Nuevo León,México
A57746,Monclova,Coahuila,México
A37853,Monterrey,Nuevo León,México
A37646,Monterrey,Nuevo León,México
A79658,Monclova,Coahuila,México
A82754,San Pedro Garza García,Nuevo León,México
A34168,San Pedro Garza García,Nuevo León,México
A72351,San Pedro Garza García,Nuevo León,México
A72855,Monterrey,Nuevo León,México
A43256,San Pedro Garza García,Nuevo León,México
A32333,Pereira,Risaralda,Colombia
A25871,Hidalgo del Parral,Chihuahua,México
A57382,Monterrey,Nuevo León,México
A93731,Reynosa,Tamaulipas,México
A26632,Monterrey,Nuevo León,México
A43168,Monterrey,Nuevo León,México
A36366,Monterrey,Nuevo León,México
A50910,Guadalupe,Nuevo León,México
A48338,San Pedro,Coahuila,México
A42606,Chihuahua,Chihuahua,México
A64748,Colima,Colima,México
A80814,Lenhartsville,Pennsylvania,Estados Unidos de América
A62780,Matamoros (Heróica Matamoros),Tamaulipas,México
A80013,Monterrey,Nuevo León,México
A35113,San Nicolás de los Garza,Nuevo León,México
A68103,Matamoros (Heróica Matamoros),Tamaulipas,México
A35543,Monterrey,Nuevo León,México
A41840,Villahermosa,Tabasco,México
A42188,Acapulco,Guerrero,México
A24295,Ciudad Victoria,Tamaulipas,México
A20621,Aguascalientes,Aguascalientes,México
A20903,Benito Juárez,Distrito Federal,México
A50188,Monterrey,Nuevo León,México
A57207,Ciudad Guadalupe Victoria,Durango,México
A37900,Calvillo,Aguascalientes,México
A66197,Ciudad Delicias,Chihuahua,México
A67894,Chetumal (Ciudad Chetumal),Quintana Roo,México
A92765,Boca del Río,Veracruz,México
A21105,Monclova,Coahuila,México
A94955,Monterrey,Nuevo León,México
A85439,Monterrey,Nuevo León,México
A54562,San Luis Potosí,San Luis Potosí,México
A53887,Nuevo Casas Grandes,Chihuahua,México
A63236,Monterrey,Nuevo León,México
A92720,San Pedro Garza García,Nuevo León,México
A43314,Tecate,Baja California,México
A31072,Monterrey,Nuevo León,México
A26039,Piedras Negras,Coahuila,México
A26234,Monclova,Coahuila,México
A83739,Puebla,Puebla,México
A14449,Puebla,Puebla,México
A28388,San Pedro Garza García,Nuevo León,México
A22261,Durango,Durango,México
A50102,Morelia,Michoacán,México
A48754,Ciudad Juárez,Chihuahua,México
A33182,San Pedro Garza García,Nuevo León,México
A88544,Monterrey,Nuevo León,México
A44698,La Paz,Baja California Sur,México
A70424,Durango,Durango,México
A89713,Morrison,Colorado,Estados Unidos de América
A43402,Minneapolis,Minnesota,Estados Unidos de América
A36685,Ensenada,Baja California,México
A53157,Los Mochis,Sinaloa,México
A56785,Ciudad Victoria,Tamaulipas,México
A33417,Monterrey,Nuevo León,México
A86339,Mexicali,Baja California,México
A18336,Tijuana,Baja California,México
A73502,Ciudad Delicias,Chihuahua,México
A93602,Matamoros (Heróica Matamoros),Tamaulipas,México
A90759,Veracruz,Veracruz,México
A45969,Ciudad Victoria,Tamaulipas,México
A28966,San Pedro Garza García,Nuevo León,México
A31829,Coatzacoalcos,Veracruz,México
A28705,Tijuana,Baja California,México
A37372,Zacatecas,Zacatecas,México
A89536,Río Bravo,Tamaulipas,México
A69197,Monterrey,Nuevo León,México
A70274,Guadalupe,Nuevo León,México
A94173,Veracruz,Veracruz,México
A42174,Monterrey,Nuevo León,México
A82902,Pánuco,Veracruz,México
A64933,Monterrey,Nuevo León,México
A67964,Monterrey,Nuevo León,México
A70221,Monterrey,Nuevo León,México
A18239,Monterrey,Nuevo León,México
A89128,San Pedro Garza García,Nuevo León,México
A16649,San Pedro Garza García,Nuevo León,México
A25478,Reynosa,Tamaulipas,México
A57462,Minatitlán,Veracruz,México
A59037,Ciudad Mante,Tamaulipas,México
A83438,Veracruz,Veracruz,México
A80971,Monterrey,Nuevo León,México
A29659,San Pedro Garza García,Nuevo León,México
